crash_id,date_id,location_id,road_user_id,person_id,crash_type_id,vehicle_involvement_id,national_road_type_id,time,time_of_day,speed_limit,number_fatalities
20243037,D16,L15,RU2,P69,CT1,VI1,NR2,06:00:00,Day,50.0,1
20244083,D16,L78,RU1,P78,CT1,VI1,NR2,06:23:00,Day,60.0,1
20245145,D16,L7,RU1,P31,CT1,VI1,NR5,10:56:00,Day,110.0,1
20241196,D16,L79,RU3,P16,CT2,VI1,NR4,11:30:00,Day,60.0,1
20244028,D16,L30,RU2,P81,CT2,VI1,NR1,12:12:00,Day,100.0,2
20244028,D16,L30,RU2,P63,CT2,VI1,NR1,12:12:00,Day,100.0,2
20243038,D16,L8,RU1,P82,CT1,VI1,NR2,14:00:00,Day,100.0,1
20242023,D16,L80,RU4,P83,CT2,VI2,NR4,14:20:00,Day,70.0,1
20242230,D16,L81,RU1,P84,CT2,VI1,NR1,15:05:00,Day,100.0,1
20242127,D16,L82,RU5,P65,CT2,VI1,NR6,15:07:00,Day,80.0,1
20242120,D16,L83,RU3,P7,CT1,VI1,NR1,15:08:00,Day,100.0,1
20241106,D16,L66,RU2,P85,CT2,VI1,NR4,15:38:00,Day,60.0,1
20241230,D16,L84,RU4,P86,CT1,VI1,NR1,16:30:00,Day,70.0,1
20241055,D16,L44,RU1,P13,CT1,VI1,NR2,17:57:00,Day,50.0,1
20241267,D16,L64,RU3,P75,CT2,VI1,NR2,20:00:00,Night,50.0,1
20242260,D16,L46,RU1,P27,CT2,VI1,NR1,23:10:00,Night,80.0,1
20242057,D17,L80,RU1,P87,CT1,VI1,NR1,05:20:00,Night,100.0,1
20245098,D17,L7,RU1,P77,CT1,VI2,NR5,06:35:00,Day,80.0,1
20243153,D17,L85,RU1,P18,CT2,VI2,NR4,09:00:00,Day,100.0,1
20242161,D17,L46,RU4,P34,CT1,VI1,NR4,09:25:00,Day,60.0,1
20241236,D17,L86,RU3,P27,CT2,VI1,NR1,10:00:00,Day,80.0,1
20243172,D17,L87,RU5,P72,CT1,VI1,NR7,10:00:00,Day,10.0,1
20245162,D17,L7,RU3,P26,CT1,VI1,NR5,10:10:00,Day,80.0,1
20241188,D17,L86,RU3,P6,CT1,VI1,NR3,11:10:00,Day,100.0,1
20245056,D17,L7,RU4,P88,CT1,VI5,NR5,11:20:00,Day,50.0,1
20245008,D17,L7,RU1,P89,CT1,VI1,NR5,11:25:00,Day,60.0,1
20243191,D17,L88,RU1,P90,CT2,VI1,NR4,16:00:00,Day,100.0,2
20243191,D17,L88,RU1,P2,CT2,VI1,NR4,16:00:00,Day,100.0,2
20241256,D17,L64,RU1,P91,CT2,VI1,NR1,17:20:00,Day,100.0,2
20241256,D17,L64,RU2,P58,CT2,VI1,NR1,17:20:00,Day,100.0,2
20242019,D17,L89,RU1,P90,CT2,VI1,NR3,18:39:00,Night,100.0,1
20243008,D17,L69,RU2,P16,CT2,VI8,NR6,19:00:00,Night,80.0,1
20243001,D17,L29,RU4,P92,CT1,VI1,NR3,21:00:00,Night,80.0,1
20243041,D17,L90,RU1,P93,CT1,VI1,NR4,21:00:00,Night,100.0,1
20244021,D17,L91,RU4,P94,CT1,VI1,NR1,21:35:00,Night,60.0,1
20243113,D17,L71,RU1,P69,CT1,VI1,NR2,23:00:00,Night,60.0,1
20241107,D17,L92,RU1,P95,CT1,VI1,NR1,23:24:00,Night,100.0,1
20243022,D18,L93,RU1,P96,CT1,VI1,NR6,00:00:00,Night,60.0,1
20248002,D18,L16,RU1,P40,CT1,VI1,NR1,01:30:00,Night,80.0,1
20242088,D18,L94,RU1,P26,CT1,VI1,NR4,02:10:00,Night,80.0,1
20241173,D18,L95,RU2,P47,CT1,VI2,NR3,03:00:00,Night,110.0,2
20241173,D18,L95,RU1,P97,CT1,VI2,NR3,03:00:00,Night,110.0,2
20241004,D18,L96,RU1,P98,CT1,VI1,NR2,06:00:00,Day,50.0,1
20246004,D18,L97,RU1,P72,CT2,VI7,NR3,07:15:00,Day,110.0,1
20241201,D18,L98,RU4,P99,CT2,VI1,NR2,08:10:00,Day,50.0,1
20241029,D18,L99,RU3,P47,CT1,VI1,NR3,10:40:00,Day,80.0,1
20243005,D18,L69,RU3,P100,CT2,VI1,NR3,11:00:00,Day,60.0,1
20241261,D18,L17,RU3,P19,CT2,VI1,NR3,11:04:00,Day,90.0,1
20244024,D18,L26,RU5,P101,CT1,VI1,NR2,11:30:00,Day,80.0,1
20245004,D18,L7,RU1,P34,CT1,VI5,NR5,12:25:00,Day,110.0,1
20245134,D18,L7,RU1,P25,CT1,VI1,NR5,12:30:00,Day,110.0,1
20241215,D18,L100,RU2,P9,CT2,VI1,NR3,14:45:00,Day,100.0,1
20243186,D18,L49,RU1,P102,CT1,VI1,NR2,17:00:00,Day,80.0,1
20243208,D18,L101,RU4,P32,CT1,VI1,NR4,21:00:00,Night,40.0,1
20241134,D19,L53,RU4,P103,CT2,VI1,NR1,00:01:00,Night,80.0,1
20243040,D19,L8,RU1,P13,CT2,VI7,NR3,02:00:00,Night,60.0,2
20243040,D19,L8,RU2,P98,CT2,VI7,NR3,02:00:00,Night,60.0,2
20241263,D19,L102,RU1,P73,CT1,VI1,NR2,04:00:00,Night,50.0,1
20241302,D19,L103,RU4,P104,CT1,VI1,NR3,04:02:00,Night,110.0,1
20241147,D19,L77,RU1,P105,CT1,VI1,NR6,05:45:00,Night,50.0,1
20243248,D19,L104,RU1,P106,CT2,VI1,NR2,09:00:00,Day,70.0,1
20243096,D19,L105,RU4,P84,CT1,VI1,NR2,09:00:00,Day,50.0,1
20241150,D19,L106,RU1,P30,CT2,VI8,NR1,12:20:00,Day,50.0,1
20241247,D19,L107,RU1,P93,CT2,VI2,NR3,13:30:00,Day,100.0,1
20241234,D19,L108,RU2,P19,CT2,VI1,NR1,17:25:00,Day,100.0,1
20242110,D19,L43,RU1,P31,CT2,VI1,NR3,17:44:00,Day,80.0,1
20242052,D19,L109,RU3,P33,CT2,VI5,NR1,18:15:00,Night,70.0,1
20243247,D20,L90,RU1,P51,CT1,VI1,NR4,05:00:00,Night,100.0,1
20243144,D20,L87,RU1,P38,CT2,VI2,NR3,06:00:00,Day,100.0,1
20241235,D20,L110,RU1,P107,CT2,VI2,NR1,10:45:00,Day,80.0,1
20243087,D20,L111,RU1,P10,CT1,VI1,NR6,11:00:00,Day,100.0,2
20243087,D20,L111,RU2,P108,CT1,VI1,NR6,11:00:00,Day,100.0,2
20244061,D20,L112,RU5,P75,CT2,VI1,NR3,11:48:00,Day,110.0,1
20241009,D20,L113,RU1,P19,CT1,VI1,NR1,11:58:00,Day,80.0,1
20241072,D20,L114,RU4,P56,CT2,VI1,NR4,12:00:00,Day,60.0,1
20243129,D20,L59,RU1,P107,CT2,VI2,NR3,12:00:00,Day,100.0,1
20242219,D20,L115,RU1,P92,CT2,VI5,NR3,12:25:00,Day,100.0,1
20241219,D20,L2,RU1,P15,CT2,VI1,NR1,12:37:00,Day,80.0,1
20244010,D20,L58,RU1,P78,CT2,VI1,NR1,12:55:00,Day,100.0,1
20244040,D20,L78,RU3,P25,CT1,VI1,NR6,14:33:00,Day,50.0,1
20243171,D20,L15,RU1,P104,CT1,VI1,NR3,16:00:00,Day,100.0,1
20242075,D20,L116,RU1,P24,CT1,VI1,NR1,16:40:00,Day,80.0,1
20243079,D20,L117,RU1,P88,CT1,VI1,NR4,17:00:00,Day,100.0,1
20245103,D20,L7,RU1,P109,CT1,VI5,NR5,17:03:00,Day,80.0,1
20241045,D20,L118,RU1,P107,CT2,VI1,NR2,20:10:00,Night,50.0,1
20243017,D20,L119,RU2,P88,CT2,VI2,NR3,23:00:00,Night,100.0,2
20243017,D20,L119,RU2,P110,CT2,VI2,NR3,23:00:00,Night,100.0,2
20241160,D21,L1,RU3,P35,CT2,VI5,NR4,17:15:00,Day,50.0,1
20241081,D21,L120,RU1,P67,CT2,VI2,NR3,18:00:00,Night,100.0,1
20241135,D21,L95,RU1,P18,CT2,VI1,NR3,21:50:00,Night,100.0,1
20241209,D21,L121,RU2,P93,CT2,VI2,NR3,22:08:00,Night,110.0,1
20245051,D21,L7,RU1,P98,CT1,VI1,NR5,23:49:00,Night,100.0,1
20242140,D22,L81,RU4,P111,CT1,VI5,NR3,06:50:00,Day,100.0,2
20242140,D22,L81,RU4,P60,CT1,VI5,NR3,06:50:00,Day,100.0,2
20242142,D22,L80,RU1,P56,CT1,VI1,NR4,07:15:00,Day,100.0,1
20243107,D22,L15,RU3,P74,CT2,VI1,NR4,10:00:00,Day,80.0,1
20243020,D22,L122,RU4,P18,CT2,VI1,NR2,11:00:00,Day,60.0,1
20241151,D22,L123,RU3,P68,CT1,VI1,NR2,11:22:00,Day,100.0,1
20243158,D22,L73,RU1,P64,CT2,VI2,NR3,15:00:00,Day,100.0,1
20241286,D22,L19,RU2,P91,CT2,VI1,NR1,15:50:00,Day,80.0,1
20243102,D22,L124,RU3,P9,CT2,VI1,NR4,16:00:00,Day,80.0,1
20241303,D22,L125,RU3,P10,CT1,VI1,NR1,16:22:00,Day,100.0,1
20246029,D22,L10,RU1,P81,CT1,VI1,NR3,16:58:00,Day,50.0,1
20248005,D22,L16,RU3,P103,CT1,VI1,NR1,17:50:00,Day,80.0,1
20243035,D22,L126,RU7,P87,CT1,VI1,NR2,19:00:00,Night,60.0,1
20244018,D22,L127,RU4,P112,CT1,VI1,NR6,19:57:00,Night,110.0,1
20241060,D22,L86,RU1,P13,CT1,VI1,NR1,20:00:00,Night,80.0,2
20241060,D22,L86,RU2,P113,CT1,VI1,NR1,20:00:00,Night,80.0,2
20242022,D22,L128,RU1,P114,CT2,VI5,NR2,22:20:00,Night,60.0,1
20241037,D22,L44,RU1,P34,CT1,VI1,NR1,22:45:00,Night,70.0,1
20241257,D22,L129,RU1,P105,CT1,VI1,NR2,23:38:00,Night,50.0,1
20241128,D23,L53,RU1,P75,CT1,VI1,NR3,00:25:00,Night,100.0,1
20243089,D23,L130,RU1,P115,CT1,VI1,NR6,02:00:00,Night,60.0,1
20242181,D23,L131,RU1,P52,CT1,VI1,NR2,06:30:00,Day,100.0,1
20243082,D23,L132,RU3,P41,CT2,VI2,NR3,08:00:00,Day,100.0,1
20245080,D23,L7,RU1,P7,CT1,VI1,NR5,10:24:00,Day,110.0,1
20243150,D23,L122,RU1,P99,CT2,VI1,NR3,14:00:00,Day,100.0,1
20245041,D23,L7,RU1,P80,CT1,VI1,NR5,14:37:00,Day,110.0,1
20245088,D23,L7,RU1,P92,CT1,VI2,NR5,16:20:00,Day,110.0,1
20243170,D23,L71,RU4,P7,CT1,VI1,NR4,18:00:00,Night,60.0,1
20243239,D23,L133,RU1,P98,CT1,VI1,NR3,18:00:00,Night,100.0,1
20242040,D24,L134,RU1,P93,CT1,VI2,NR3,02:10:00,Night,100.0,1
20243084,D24,L126,RU3,P57,CT2,VI1,NR4,04:00:00,Night,80.0,1
20241030,D24,L135,RU1,P41,CT1,VI1,NR1,05:06:00,Night,80.0,1
20245016,D24,L7,RU2,P39,CT1,VI1,NR5,05:12:00,Night,60.0,3
20245016,D24,L7,RU2,P77,CT1,VI1,NR5,05:12:00,Night,60.0,3
20245016,D24,L7,RU2,P77,CT1,VI1,NR5,05:12:00,Night,60.0,3
20243127,D24,L136,RU3,P115,CT2,VI5,NR3,08:00:00,Day,80.0,1
20243003,D24,L137,RU2,P90,CT2,VI1,NR2,12:00:00,Day,100.0,1
20243266,D24,L138,RU1,P115,CT1,VI1,NR8,13:00:00,Day,60.0,1
20241042,D24,L12,RU2,P46,CT1,VI1,NR3,13:10:00,Day,80.0,1
20243121,D24,L136,RU3,P102,CT1,VI1,NR4,14:00:00,Day,100.0,1
20245124,D24,L7,RU1,P84,CT1,VI1,NR5,16:46:00,Day,50.0,1
20245043,D24,L7,RU1,P116,CT1,VI1,NR5,16:57:00,Day,100.0,2
20245043,D24,L7,RU2,P104,CT1,VI1,NR5,16:57:00,Day,100.0,2
20245044,D24,L7,RU1,P39,CT1,VI1,NR5,19:15:00,Night,110.0,1
20241175,D24,L17,RU1,P69,CT2,VI1,NR6,20:10:00,Night,50.0,1
20245061,D25,L7,RU1,P117,CT1,VI1,NR5,00:23:00,Night,100.0,1
20243072,D25,L139,RU3,P18,CT1,VI1,NR6,01:00:00,Night,80.0,1
20242232,D25,L140,RU4,P67,CT1,VI1,NR8,01:15:00,Night,,1
20244057,D25,L141,RU1,P18,CT1,VI1,NR3,03:45:00,Night,90.0,1
20241091,D25,L142,RU2,P118,CT1,VI1,NR3,08:30:00,Day,110.0,1
20243201,D25,L20,RU1,P93,CT2,VI1,NR2,09:00:00,Day,100.0,1
20242135,D25,L143,RU1,P114,CT2,VI1,NR3,09:49:00,Day,100.0,1
20243225,D25,L137,RU3,P66,CT1,VI1,NR4,10:00:00,Day,80.0,1
20245116,D25,L7,RU4,P119,CT1,VI1,NR5,11:15:00,Day,60.0,1
20241167,D25,L121,RU3,P18,CT2,VI1,NR6,12:10:00,Day,50.0,1
20244060,D25,L144,RU3,P120,CT1,VI1,NR4,13:00:00,Day,100.0,1
20241268,D25,L145,RU3,P121,CT2,VI1,NR3,13:00:00,Day,100.0,1
20244013,D25,L146,RU3,P77,CT2,VI1,NR4,13:29:00,Day,60.0,1
20245002,D25,L7,RU3,P25,CT1,VI1,NR5,13:46:00,Day,50.0,1
20243235,D25,L126,RU2,P122,CT2,VI1,NR2,14:00:00,Day,90.0,2
20243235,D25,L126,RU2,P29,CT2,VI1,NR2,14:00:00,Day,90.0,2
20244059,D25,L14,RU2,P123,CT2,VI1,NR3,14:42:00,Day,110.0,2
20244059,D25,L14,RU2,P96,CT2,VI1,NR3,14:42:00,Day,110.0,2
20245015,D25,L7,RU1,P90,CT1,VI1,NR5,14:51:00,Day,70.0,1
20241266,D25,L147,RU3,P93,CT1,VI1,NR1,15:35:00,Day,80.0,1
20243131,D25,L126,RU1,P107,CT1,VI1,NR4,16:00:00,Day,60.0,1
20245111,D25,L7,RU4,P124,CT1,VI1,NR5,16:22:00,Day,50.0,1
20242080,D25,L148,RU1,P102,CT1,VI1,NR2,16:45:00,Day,100.0,1
20245160,D26,L7,RU1,P93,CT1,VI5,NR5,03:38:00,Night,110.0,1
20241287,D26,L149,RU1,P26,CT2,VI1,NR1,04:50:00,Night,100.0,1
20241152,D26,L86,RU1,P98,CT1,VI1,NR3,05:45:00,Night,100.0,1
20243161,D26,L150,RU1,P32,CT2,VI1,NR4,08:00:00,Day,100.0,1
20242042,D26,L151,RU4,P125,CT1,VI1,NR1,08:28:00,Day,80.0,1
20243210,D26,L119,RU3,P28,CT1,VI1,NR6,09:00:00,Day,60.0,1
20244025,D26,L152,RU3,P31,CT1,VI1,NR1,10:45:00,Day,110.0,1
20243088,D26,L153,RU4,P31,CT1,VI1,NR4,13:00:00,Day,50.0,1
20241211,D26,L154,RU1,P57,CT2,VI8,NR3,13:30:00,Day,70.0,2
20241211,D26,L154,RU1,P79,CT2,VI8,NR3,13:30:00,Day,70.0,2
20242007,D26,L155,RU1,P39,CT2,VI1,NR3,13:54:00,Day,100.0,1
20245037,D26,L7,RU1,P40,CT1,VI1,NR5,14:45:00,Day,110.0,1
20241204,D26,L17,RU1,P48,CT2,VI1,NR3,15:15:00,Day,80.0,1
20244062,D26,L91,RU3,P9,CT1,VI1,NR2,16:30:00,Day,80.0,1
20241137,D26,L156,RU3,P101,CT2,VI1,NR3,16:35:00,Day,110.0,1
20243117,D26,L93,RU3,P26,CT2,VI1,NR4,17:00:00,Day,60.0,1
20242081,D26,L157,RU3,P18,CT2,VI1,NR1,17:31:00,Day,60.0,1
20243206,D26,L158,RU3,P26,CT2,VI1,NR4,19:00:00,Night,60.0,1
20248003,D26,L16,RU3,P3,CT1,VI1,NR6,21:30:00,Night,70.0,1
20244032,D27,L159,RU1,P2,CT2,VI1,NR6,00:18:00,Night,110.0,1
20241153,D27,L18,RU1,P53,CT2,VI1,NR6,04:00:00,Night,60.0,1
20242138,D27,L160,RU1,P39,CT2,VI1,NR3,05:15:00,Night,100.0,1
20243198,D27,L161,RU1,P14,CT1,VI1,NR2,06:00:00,Day,100.0,1
20243190,D27,L104,RU7,P121,CT1,VI1,NR6,14:00:00,Day,5.0,1
20242107,D27,L157,RU4,P126,CT1,VI1,NR2,14:30:00,Day,40.0,1
20243080,D27,L36,RU4,P127,CT1,VI1,NR6,18:00:00,Night,100.0,1
20242204,D27,L162,RU3,P98,CT2,VI1,NR4,18:15:00,Night,80.0,1
20242139,D27,L116,RU1,P53,CT1,VI1,NR8,20:20:00,Night,50.0,1
20245086,D27,L7,RU3,P118,CT1,VI1,NR5,21:24:00,Night,60.0,1
20245063,D28,L7,RU2,P67,CT1,VI1,NR5,13:21:00,Day,110.0,1
20241103,D28,L145,RU1,P66,CT1,VI1,NR1,13:45:00,Day,80.0,1
20242129,D28,L163,RU1,P104,CT1,VI1,NR2,15:18:00,Day,100.0,1
20244027,D28,L164,RU1,P91,CT2,VI1,NR1,15:34:00,Day,80.0,1
20243006,D28,L165,RU4,P128,CT1,VI1,NR4,16:00:00,Day,50.0,1
20243108,D28,L69,RU3,P102,CT2,VI1,NR4,17:00:00,Day,100.0,1
20243212,D28,L93,RU5,P129,CT2,VI1,NR6,18:00:00,Night,70.0,1
20241237,D28,L166,RU3,P87,CT1,VI1,NR2,18:45:00,Night,50.0,1
20241052,D28,L167,RU4,P93,CT1,VI1,NR3,21:27:00,Night,100.0,1
20241308,D28,L100,RU1,P98,CT1,VI1,NR4,23:30:00,Night,50.0,1
20246027,D29,L168,RU4,P76,CT1,VI1,NR2,02:42:00,Night,50.0,1
20244072,D29,L169,RU4,P130,CT1,VI1,NR6,08:00:00,Day,50.0,1
